index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
3	1.0000	1	0.3333	2768	747	⁴⁴	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	748	⁴⁴	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	749	⁴⁴	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													750	⁴⁴	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	751	⁴⁴	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	752	⁴⁴	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	2808																																													753	m	∅	∅	∅	ɯ	⁵⁵	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	754	m	∅	∅	∅	ɯ	⁵⁵	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	755	m	∅	∅	∅	ɤ	⁵⁵	∅	M	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	2808																																													753	ɯ	m	∅	∅	⁵⁵	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	754	ɯ	m	∅	∅	⁵⁵	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	755	ɤ	m	∅	∅	⁵⁵	∅	∅	E	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	2808																																													753	⁵⁵	ɯ	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	754	⁵⁵	ɯ	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	755	⁵⁵	ɤ	m	∅	∅	∅	∅	_	E	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	2830	756	ʂ	∅	∅	∅	e	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	757	s	∅	∅	∅	ẽ	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	758	s	∅	∅	∅	ẽ	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	759	s	∅	∅	∅	ẽ	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																			760	s	∅	∅	∅	e	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	761	s	∅	∅	∅	e	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2830	756	e	ʂ	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	757	ẽ	s	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	758	ẽ	s	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	759	ẽ	s	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																			760	e	s	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	761	e	s	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2830	756	⁴²	e	ʂ	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	757	⁴²	ẽ	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	758	⁴²	ẽ	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	759	⁴²	ẽ	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																			760	⁴²	e	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	761	⁴²	e	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	2846																							762	kʰ	∅	∅	∅	e	⁴⁴	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																													763	qʰ	∅	∅	∅	æ	⁵⁵	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	2846																							762	e	kʰ	∅	∅	⁴⁴	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													763	æ	qʰ	∅	∅	⁵⁵	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	2846																							762	⁴⁴	e	kʰ	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													763	⁵⁵	æ	qʰ	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	2847																																													764	n	∅	∅	∅	e	⁴⁴	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	765	n	∅	∅	∅	ẽ	⁵⁵	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																							766	n	∅	∅	∅	e	⁴⁴	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																																													767	n	∅	∅	∅	e	⁴⁴	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2847																																													764	e	n	∅	∅	⁴⁴	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	765	ẽ	n	∅	∅	⁵⁵	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							766	e	n	∅	∅	⁴⁴	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																													767	e	n	∅	∅	⁴⁴	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2847																																													764	⁴⁴	e	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	765	⁵⁵	ẽ	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							766	⁴⁴	e	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																													767	⁴⁴	e	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅
1	0.5000	2	1.0000	2876	768	ɯ	∅	∅	∅	³¹	∅	∅	I	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																																													769	ɯ	∅	∅	∅	⁴²	∅	∅	I	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																							770	ɯ	∅	∅	∅	³¹	∅	∅	I	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																																																																		
2	1.0000	1	0.5000	2876	768	³¹	ɯ	∅	∅	∅	∅	∅	_	I	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																																													769	⁴²	ɯ	∅	∅	∅	∅	∅	_	I	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																							770	³¹	ɯ	∅	∅	∅	∅	∅	_	I	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																																																																		
1	0.3333	3	1.0000	2877																							771	w	∅	∅	∅	ẽ	⁵⁵	∅	W	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅	772	w	∅	∅	∅	ẽ	⁵⁵	∅	W	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																																													773	w	∅	∅	∅	e	³⁵	∅	W	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅	774	w	∅	∅	∅	ẽ	³⁵	∅	W	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅	775	w	∅	∅	∅	ɛ	³³	∅	W	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅	776	w	∅	∅	∅	ɛ	³⁵	∅	W	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2877																							771	ẽ	w	∅	∅	⁵⁵	∅	∅	E	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	772	ẽ	w	∅	∅	⁵⁵	∅	∅	E	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																													773	e	w	∅	∅	³⁵	∅	∅	E	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	774	ẽ	w	∅	∅	³⁵	∅	∅	E	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	775	ɛ	w	∅	∅	³³	∅	∅	E	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	776	ɛ	w	∅	∅	³⁵	∅	∅	E	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2877																							771	⁵⁵	ẽ	w	∅	∅	∅	∅	_	E	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	772	⁵⁵	ẽ	w	∅	∅	∅	∅	_	E	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																													773	³⁵	e	w	∅	∅	∅	∅	_	E	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	774	³⁵	ẽ	w	∅	∅	∅	∅	_	E	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	775	³³	ɛ	w	∅	∅	∅	∅	_	E	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	776	³⁵	ɛ	w	∅	∅	∅	∅	_	E	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅
1	0.3333	3	1.0000	2879																																																																																									777	ɲ	∅	∅	∅	i	⁵⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	778	ɲ	∅	∅	∅	i	⁴⁴	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																																																																		
2	0.6667	2	0.6667	2879																																																																																									777	i	ɲ	∅	∅	⁵⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	778	i	ɲ	∅	∅	⁴⁴	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																		
3	1.0000	1	0.3333	2879																																																																																									777	⁵⁵	i	ɲ	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	778	⁴⁴	i	ɲ	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																		
1	0.3333	3	1.0000	2910																							779	ts	∅	∅	∅	ɿ	⁵⁵	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	780	ts	∅	∅	∅	ɿ	⁵⁵	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																							781	ʈʂ	∅	∅	∅	ɛ̃	⁵⁵	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅	782	ts	∅	∅	∅	ɿ	⁵⁵	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																													783	ts	∅	∅	∅	ɯ	⁵⁵	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2910																							779	ɿ	ts	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	780	ɿ	ts	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							781	ɛ̃	ʈʂ	∅	∅	⁵⁵	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	782	ɿ	ts	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																													783	ɯ	ts	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2910																							779	⁵⁵	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	780	⁵⁵	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							781	⁵⁵	ɛ̃	ʈʂ	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	782	⁵⁵	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																													783	⁵⁵	ɯ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.3333	3	1.0000	2911																							784	k	∅	∅	∅	ɛ	²¹	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	785	k	∅	∅	∅	ɛ	²¹	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	786	k	∅	∅	∅	ɛ	³¹	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																																																														
2	0.6667	2	0.6667	2911																							784	ɛ	k	∅	∅	²¹	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	785	ɛ	k	∅	∅	²¹	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	786	ɛ	k	∅	∅	³¹	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																																														
3	1.0000	1	0.3333	2911																							784	²¹	ɛ	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	785	²¹	ɛ	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	786	³¹	ɛ	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																																														
1	0.3333	3	1.0000	2912																																																																			787	-	∅	∅	∅	i	⁵⁵	∅	_	∅	∅	∅	I	_	∅	0	∅	∅	∅	7	0	∅																																																																			788	-	∅	∅	∅	i	⁴⁴	∅	_	∅	∅	∅	I	_	∅	0	∅	∅	∅	7	0	∅	789	n	∅	∅	∅	ɯ	⁵⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2912																																																																			787	i	-	∅	∅	⁵⁵	∅	∅	I	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅																																																																			788	i	-	∅	∅	⁴⁴	∅	∅	I	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅	789	ɯ	n	∅	∅	⁵⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2912																																																																			787	⁵⁵	i	-	∅	∅	∅	∅	_	I	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅																																																																			788	⁴⁴	i	-	∅	∅	∅	∅	_	I	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅	789	⁵⁵	ɯ	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅
1	0.3333	3	1.0000	2913																																																																																									790	m	∅	∅	∅	e	³³	∅	M	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	791	m	∅	∅	∅	ɯ	⁵⁵	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																							792	m	∅	∅	∅	ɯ	⁴⁴	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2913																																																																																									790	e	m	∅	∅	³³	∅	∅	E	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	791	ɯ	m	∅	∅	⁵⁵	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							792	ɯ	m	∅	∅	⁴⁴	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	2913																																																																																									790	³³	e	m	∅	∅	∅	∅	_	E	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	791	⁵⁵	ɯ	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							792	⁴⁴	ɯ	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																						
1	0.3333	3	1.0000	2951																																																																																																															793	ɕ	∅	∅	∅	i	³⁵	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																																													794	ɕ	∅	∅	∅	i	³⁵	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2951																																																																																																															793	i	ɕ	∅	∅	³⁵	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																													794	i	ɕ	∅	∅	³⁵	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2951																																																																																																															793	³⁵	i	ɕ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																													794	³⁵	i	ɕ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	2969	795	-	∅	∅	∅	ɤ	⁴⁴	∅	_	∅	∅	∅	E	_	∅	0	∅	∅	∅	7	0	∅																							796	-	∅	∅	∅	ɤ	⁴⁴	∅	_	∅	∅	∅	E	_	∅	0	∅	∅	∅	7	0	∅																																													797	v	∅	∅	∅	ɤ	⁴⁴	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	798	-	∅	∅	∅	ɛ	⁴⁴	∅	_	∅	∅	∅	E	_	∅	0	∅	∅	∅	7	0	∅	799	ʔ	∅	∅	∅	ɯ	⁴⁴	∅	H	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	800	v	∅	∅	∅	ɤ	⁴⁴	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2969	795	ɤ	-	∅	∅	⁴⁴	∅	∅	E	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅																							796	ɤ	-	∅	∅	⁴⁴	∅	∅	E	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅																																													797	ɤ	v	∅	∅	⁴⁴	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	798	ɛ	-	∅	∅	⁴⁴	∅	∅	E	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅	799	ɯ	ʔ	∅	∅	⁴⁴	∅	∅	I	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	800	ɤ	v	∅	∅	⁴⁴	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2969	795	⁴⁴	ɤ	-	∅	∅	∅	∅	_	E	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅																							796	⁴⁴	ɤ	-	∅	∅	∅	∅	_	E	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅																																													797	⁴⁴	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	798	⁴⁴	ɛ	-	∅	∅	∅	∅	_	E	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅	799	⁴⁴	ɯ	ʔ	∅	∅	∅	∅	_	I	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	800	⁴⁴	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	2971																																																																			801	w	∅	∅	∅	ɛ	⁴⁴	∅	W	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅	802	w	∅	∅	∅	ɛ	⁵⁵	∅	W	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	2971																																																																			801	ɛ	w	∅	∅	⁴⁴	∅	∅	E	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	802	ɛ	w	∅	∅	⁵⁵	∅	∅	E	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	2971																																																																			801	⁴⁴	ɛ	w	∅	∅	∅	∅	_	E	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	802	⁵⁵	ɛ	w	∅	∅	∅	∅	_	E	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	2990	803	p	∅	∅	∅	ɔ	³¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																																																			804	b	∅	∅	∅	o	⁵⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	805	p	∅	∅	∅	ɔ	²¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																																																		
2	0.6667	2	0.6667	2990	803	ɔ	p	∅	∅	³¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			804	o	b	∅	∅	⁵⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	805	ɔ	p	∅	∅	²¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																		
3	1.0000	1	0.3333	2990	803	³¹	ɔ	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			804	⁵⁵	o	b	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	805	²¹	ɔ	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																		
